projectID,projectAcronym,organisationID,vatNumber,name,shortName,SME,activityType,street,postCode,city,country,nutsCode,geolocation,organizationURL,contactForm,contentUpdateDate,rcn,order,role,ecContribution,netEcContribution,totalCost,endOfParticipation,active,source_programme
101070052,TANGO,936754415,ESB57868432,ANYSOLUTION SL,ANYSOLUTION,true,PRC,CAMI DE CA NA GALLURA 7,07010,Palma De Mallorca,ES,ES532,"39.6198308,2.6342506",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/936754415/101070052,2026-02-23 15:06:56,2426695,14,participant,255898.04,255898.04,0.0,false,,HORIZON
101070052,TANGO,997415402,DE113580069,FSAS TECHNOLOGIES GMBH,,false,PRC,MIES VAN DER ROHE STRASSE 8,80807,MUNCHEN,DE,DE212,"48.1768927,11.5921575",http://de.ts.fujitsu.com/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997415402/101070052,2026-02-23 15:06:56,2132414,39,participant,215937.5,215937.5,0.0,false,,HORIZON
101070052,TANGO,888445311,DE119363681,FUJITSU SERVICES GMBH,,false,PRC,MIES-VAN-DER-ROHE-STRASSE 8,80807,MUNCHEN,DE,DE212,"48.1768927,11.5921575",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888445311/101070052,2026-02-23 15:06:56,1976867,2,participant,18437.5,18437.5,0.0,true,,HORIZON
101070052,TANGO,999903840,GB849738956,THE UNIVERSITY OF MANCHESTER,UNIVERSITY OF MANCHESTER,false,HES,OXFORD ROAD,M13 9PL,Manchester,UK,UKD33,"53.4791301,-2.2441008",http://www.manchester.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999903840/101070052,2026-02-23 15:06:56,1905551,35,associatedPartner,0.0,0.0,0.0,false,,HORIZON
101070052,TANGO,914580021,PT509061443,SQUAD IT - YOUR BUSINESS OUR MISSION UNIPESSOAL LDA,SQUAD,false,PRC,AV JOSE GOMES FERREIRA N 11 S63  E,1495-139,LISBOA,PT,PT1A0,"38.7051749,-9.2306212",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/914580021/101070052,2026-02-23 15:06:56,1976993,4,participant,176625.0,176625.0,176625.0,false,,HORIZON
101070052,TANGO,989221715,,STICHTING EGI,EGI Foundation,false,OTH,SCIENCE PARK 140,1098 XG,AMSTERDAM,NL,NL32B,"52.35695685,4.95433748205789",http://www.egi.eu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/989221715/101070052,2026-02-23 15:06:56,1938167,24,participant,280500.0,280500.0,280500.0,false,,HORIZON
101070052,TANGO,983764495,EL094437210,DIADIKASIA BUSINESS CONSULTING SYMVOULOI EPICHEIRISEON AE,DIADIKASIA BUSINESS CONSULTANTS SA,true,PRC,KIFISSIAS AVE 296 & NAVARINOU 40 HALANDRI,152 32,ATHINA,EL,EL301,"35.3664068,24.516279",https://www.diadikasia.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/983764495/101070052,2026-02-23 15:06:56,2211178,6,participant,344375.0,344375.0,344375.0,false,,HORIZON
101070052,TANGO,999773375,SI15779092,XLAB RAZVOJ PROGRAMSKE OPREME IN SVETOVANJE DOO,XLAB,true,PRC,POT ZA BRDOM 100,1000,Ljubljana,SI,SI041,"46.0484068,14.4608314613919",http://xlab.si,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999773375/101070052,2026-02-23 15:06:56,2128239,12,participant,316250.0,316250.0,316250.0,false,,HORIZON
101070052,TANGO,932760440,FI26473754,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,VTT,false,REC,TEKNIIKANTIE 21,02150,Espoo,FI,FI1B1,"60.2051454,24.6569676",https://www.vtt.fi,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/932760440/101070052,2026-02-23 15:06:56,2104951,17,participant,417390.68,417390.68,0.0,false,,HORIZON
101070052,TANGO,999984059,DE129515865,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,Fraunhofer,false,REC,HANSASTRASSE 27C,80686,MUNCHEN,DE,DE212,"48.1322664,11.5296222",https://www.fraunhofer.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101070052,2026-02-23 15:06:56,1905912,16,participant,349062.5,349062.5,0.0,false,,HORIZON
101070052,TANGO,999992401,FR43775685019,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,false,REC,RUE LEBLANC  25,75015,Paris,FR,FR101,"48.8397706,2.2739214",https://www.cea.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992401/101070052,2026-02-23 15:06:56,1905694,15,participant,358992.5,358992.5,0.0,false,,HORIZON
101070052,TANGO,919489191,,INTERNATIONAL DATA SPACES EV,INTERNATIONAL DATA SPACES ASSOCIATION IDSA,false,REC,EMIL FIGGE STRASSE 80,44227,DORTMUND,DE,DEA52,"52.5205974,13.401979511988369",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/919489191/101070052,2026-02-23 15:06:56,3099713,23,participant,146250.0,146250.0,146250.0,false,,HORIZON
101070052,TANGO,889336353,ESG07239650,ASSOCIACION HOTELERA DE PLATJA DE MURO,ASOCIACION HOTELERA DE PLAYAS DE MURO,false,OTH,AV ALBUFERA 33 EDIFICIO MUNICIPAL,07458,MURO,ES,ES532,"42.1334505,-2.1120071",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889336353/101070052,2026-02-23 15:06:56,1977193,32,participant,61250.0,61250.0,61250.0,false,,HORIZON
101070052,TANGO,889425981,ESB07887441,CESGARDEN SL,Garden Hotels,false,PRC,MENESTRALS 5,07300,INCA,ES,ES532,"39.7153323,2.9106536",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889425981/101070052,2026-02-23 15:06:56,1977192,31,participant,92500.0,92500.0,92500.0,false,,HORIZON
101070052,TANGO,997420543,,THE LISBON COUNCIL FOR ECONOMIC COMPETITIVENESS ASBL,THE LISBON COUNCIL,false,OTH,RUE DE LA LOI 155 RESIDENCE PALACE IPC,1040,Bruxelles / Brussel,BE,BE100,"50.8179568,4.4053664",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997420543/101070052,2026-02-23 15:06:56,2428293,26,participant,279375.0,279375.0,279375.0,false,,HORIZON
101070052,TANGO,999867756,GB586731502,UNIVERSITY OF GREENWICH,,false,HES,PARK ROW GREENWICH OLD ROYAL NAVAL COLLEGE,SE10 9LS,London,UK,UKI51,"51.5073219,-0.1276473",https://www.gre.ac.uk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999867756/101070052,2026-02-23 15:06:56,1906062,36,associatedPartner,0.0,0.0,0.0,false,,HORIZON
101070052,TANGO,953366441,DE182676944,ECO VERBAND DER INTERNETWIRTSCHAFTEV,ECO,false,OTH,LICHTSTRASSE 43H,50825,Koln,DE,DEA23,"50.9479511,6.908664",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953366441/101070052,2026-02-23 15:06:56,2951136,25,participant,300625.0,300625.0,300625.0,false,,HORIZON
101070052,TANGO,903934271,BE0708967159,SQUAREDEV,SQUAREDEV,true,PRC,KANTERSTEEN 47,1000,Bruxelles / Brussel,BE,BE100,"50.9246767,4.432835953793546",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/903934271/101070052,2026-02-23 15:06:56,1964389,11,participant,316208.34,316208.34,0.0,false,,HORIZON
101070052,TANGO,916943523,EL800663995,EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,EXUS SOFTWARESINGLE MEMBER LIMITED LIABILITY COMPANY,true,PRC,THEANOUS 15,118 54,ATHENS,EL,EL303,"37.9715141,23.726649846307154",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/916943523/101070052,2026-02-23 15:06:56,1954307,7,participant,300000.0,300000.0,300000.0,false,,HORIZON
101070052,TANGO,999993856,ESA28240752,ATOS SPAIN SA,,false,PRC,CALLE DE ALBARRACIN 25,28037,MADRID,ES,ES300,"40.43486425,-3.63210431464355",http://www.atos.net,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999993856/101070052,2026-02-23 15:06:56,1905779,1,thirdParty,0.0,210748.51,0.0,false,,HORIZON
101070052,TANGO,999788313,ESA43581610,IDIADA AUTOMOTIVE TECHNOLOGY SA,,false,PRC,L ALBORNAR,43710,Santa Oliva,ES,ES514,"41.2532889,1.5510139",http://www.idiada.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999788313/101070052,2026-02-23 15:06:56,1910803,27,participant,245000.0,245000.0,245000.0,false,,HORIZON
101070052,TANGO,973084407,IT07988320011,NTT DATA ITALIA SPA,,false,PRC,VIA ERNESTO CALINDRI 4,20143,MILANO,IT,ITC4C,"45.4420916,9.1616315",http://www.valueteam.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/973084407/101070052,2026-02-23 15:06:56,1939081,37,participant,146375.0,146375.0,146375.0,false,,HORIZON
101070052,TANGO,999844282,ESQ3018001B,UNIVERSIDAD DE MURCIA,UNIVERSIDAD DE MURCIA,false,HES,AVENIDA TENIENTE FLOMESTA S/N - EDIFICIO CONVALECENCIA,30003,Murcia,ES,ES620,"37.9923795,-1.130543",http://www.um.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999844282/101070052,2026-02-23 15:06:56,1907220,19,participant,300375.0,300375.0,300375.0,false,,HORIZON
101070052,TANGO,889623764,SE559065615201,NORBLOC AB,,false,PRC,HUMLEGARDSGATAN 22,114 46,Stockholm,SE,SE110,"59.3370464,18.0741277",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889623764/101070052,2026-02-23 15:06:56,1977189,5,participant,415000.0,415000.0,415000.0,false,,HORIZON
101070052,TANGO,999586941,EL090037284,UNIVERSITY OF PIRAEUS RESEARCH CENTER,UNIVERSITY OF PIRAEUS,false,HES,AL. PAPANASTASIOU 91,185 33,PIRAEUS,EL,EL307,"38.9953683,21.9877132",https://teeslab.unipi.gr/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999586941/101070052,2026-02-23 15:06:56,1912661,22,participant,296968.75,296968.75,0.0,false,,HORIZON
101070052,TANGO,905358037,LU24083085,FUJITSU TECHNOLOGY SOLUTIONS (LUXEMBOURG) SA,FTS,false,PRC,RUE PAFEBRUCH 89 C PARC D ACTIVITES CAPELLEN,8308,Capellen,LU,LU000,"49.6400488,6.0062323",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/905358037/101070052,2026-02-23 15:06:56,1976397,38,participant,229062.5,229062.5,0.0,false,,HORIZON
101070052,TANGO,905358037,LU24083085,FUJITSU TECHNOLOGY SOLUTIONS (LUXEMBOURG) SA,FTS,false,PRC,RUE PAFEBRUCH 89 C PARC D ACTIVITES CAPELLEN,8308,Capellen,LU,LU000,"49.6400488,6.0062323",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/905358037/101070052,2026-02-23 15:06:56,1976397,2,thirdParty,0.0,0.0,0.0,true,,HORIZON
101070052,TANGO,886629665,EL801797485,QUADIBLE GREECE I.K.E.,QUADIBLE GREECE P.C.,true,PRC,FOKIONOS NEGRI 25 KAI AGIAS ZONIS,113 61,ATHENS,EL,EL303,"37.9226935,23.750136050000002",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/886629665/101070052,2026-02-23 15:06:56,1977191,10,participant,498875.0,498875.0,498875.0,false,,HORIZON
101070052,TANGO,997511335,IT07312041002,ABI LAB-CENTRO DI RICERCA E INNOVAZIONE PER LA BANCA,ABI LAB,false,REC,PIAZZA DEL GESU 49,00186,Roma,IT,ITI43,"41.9006888,12.4734914",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997511335/101070052,2026-02-23 15:06:56,2964555,28,participant,217875.0,217875.0,217875.0,false,,HORIZON
101070052,TANGO,912268996,PT510229808,RIA STONE FABRICA DE LOUCA DE MESAEM GRES SA,RIA STONE,false,PRC,VISTA ALEGRE,3830 292,ILHAVO,PT,PT,"40.5893764,-8.6826535",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/912268996/101070052,2026-02-23 15:06:56,1945268,29,participant,101250.0,101250.0,101250.0,false,,HORIZON
101070052,TANGO,962236412,EL094062259,METRO ANONYMI EMPORIKI KAI VIOMICHANIKI ETAIREIA EIDON DIATROFIS KAI OIKIAKIS CHRISEOS,METRO,false,PRC,SOROU   1,144 51,METAMORFOSI ATHINA,EL,EL301,"40.0389561,22.3780885",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/962236412/101070052,2026-02-23 15:06:56,2953756,34,participant,194375.0,194375.0,194375.0,false,,HORIZON
101070052,TANGO,899983849,CY10396469H,SV INNOVATE R&D EU LTD,,true,PRC,STASIKRATOUS 37 CENTRE POINT TOWER,1065,NICOSIA,CY,CY000,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/899983849/101070052,2026-02-23 15:06:56,1977190,9,participant,128054.87,128054.87,0.0,true,,HORIZON
101070052,TANGO,896182904,CY10405670T,FUTURE NEEDS MANAGEMENT CONSULTING LTD,Future Needs,true,PRC,"THISEOS 7, STROVOLOS",2042,NICOSIA,CY,CY000,"35.180282,33.3736958666529",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/896182904/101070052,2026-02-23 15:06:56,1968242,13,participant,256250.0,256250.0,256250.0,false,,HORIZON
101070052,TANGO,986152150,EL090055634,PANEPISTIMIO THESSALIAS,UNIVERSITY OF THESSALY - UTH,false,HES,ARGONAFTON FILELLINON,382 21,VOLOS,EL,EL613,"39.3624382,22.9418905",https://www.uth.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/986152150/101070052,2026-02-23 15:06:56,1911536,21,participant,456317.9,456317.9,0.0,false,,HORIZON
101070052,TANGO,952979120,ESB85908093,ATOS IT SOLUTIONS AND SERVICES IBERIA SL,ATOS IT,false,PRC,ALBARRACIN 25,28037,MADRID,ES,ES300,"40.6065826,-3.7065333",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952979120/101070052,2026-02-23 15:06:56,2967056,1,coordinator,648141.01,437392.5,0.0,false,,HORIZON
101070052,TANGO,996435896,BE0860286268,FLANDERS MAKE,,false,REC,OUDE DIESTERSEBAAN 133,3920,LOMMEL,BE,BE225,"51.1991486,5.311822969991465",http://www.flandersmake.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/996435896/101070052,2026-02-23 15:06:56,1941107,30,participant,198750.0,198750.0,198750.0,false,,HORIZON
101070052,TANGO,999991334,BE0419052173,KATHOLIEKE UNIVERSITEIT LEUVEN,KU Leuven,false,HES,OUDE MARKT 13,3000,LEUVEN,BE,BE242,"50.8780592,4.699407640209",http://www.kuleuven.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991334/101070052,2026-02-23 15:06:56,1905910,20,participant,301750.0,301750.0,301750.0,false,,HORIZON
101070052,TANGO,999702371,LU16853659,NETCOMPANY S.A.,,false,PRC,RUE NICOLAS BOVE 2B,1253,Luxembourg,LU,LU000,"49.604838900000004,6.086305835563419",http://www.intrasoft-intl.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999702371/101070052,2026-02-23 15:06:56,1916280,3,participant,541645.16,541645.16,0.0,false,,HORIZON
101070052,TANGO,900702813,DE321357148,VISARIGHT GMBH,VISARIGHT,true,PRC,LIEBIGSTRASSE 10,39104,MAGDEBURG,DE,DEE03,"52.1194206,11.63083",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/900702813/101070052,2026-02-23 15:06:56,1977194,33,participant,245000.0,245000.0,245000.0,false,,HORIZON
101070052,TANGO,999977366,NL001569569B01,TECHNISCHE UNIVERSITEIT DELFT,TU Delft,false,HES,STEVINWEG 1,2628 CN,DELFT,NL,NL362,"51.9986667,4.3757142",http://www.tudelft.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977366/101070052,2026-02-23 15:06:56,1905872,18,participant,500878.75,500878.75,0.0,false,,HORIZON
101070052,TANGO,910839216,ESB67083154,LSTECH ESPANA SL,LSTECH SPAIN,true,PRC,CALLE PALLARS 193,08005,Barcelona,ES,ES511,"41.3881775,2.1902547625287534",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910839216/101070052,2026-02-23 15:06:56,1947017,8,participant,194601.85,194601.85,0.0,true,,HORIZON
101070052,TANGO,912330979,ATU14915403,AUSTRIA CARD PLASTIKKARTEN UND AUSWEISSYSTEME G.M.B.H.,AUSTRIA CARD,false,PRC,LAMEZANSTRASSE 4-8,1230,WIEN,AT,AT130,"47.8500844,14.1744951",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/912330979/101070052,2026-02-23 15:06:56,1991819,40,participant,97898.15,97898.15,0.0,false,,HORIZON
101135577,CEDAR,975180383,SI96395265,Ministrstvo za zdravje,MINISTRY OF HEALTH,false,PUB,Stefanova   5,1000,Ljubljana,SI,SI041,"46.053377,14.503128",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/975180383/101135577,2025-12-18 12:06:55,2915209,20,participant,96250.0,96250.0,96250.0,false,,HORIZON
101135577,CEDAR,998802502,EL099785242,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS CERTH,false,REC,CHARILAOU THERMI ROAD 6 KM,570 01,THERMI THESSALONIKI,EL,EL522,"40.5472188,23.0219745",https://www.certh.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998802502/101135577,2025-12-18 12:06:55,1907101,1,coordinator,681875.0,681875.0,681875.0,false,,HORIZON
101135577,CEDAR,883004678,,ARTELLENCE UKRAINE LLC,,false,PRC,"SHOLUDENKA STEET 19, OFFICE 5",07300,VYSHHOROD,UA,UA,"49.4871968,31.2718321",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/883004678/101135577,2025-12-18 12:06:55,1984767,11,participant,280000.0,280000.0,280000.0,false,,HORIZON
101135577,CEDAR,998885437,SI52817652,MINISTRSTVO ZA NOTRANJE ZADEVE,MINISTRY OF THE INTERIOR,false,PUB,STEFANOVA ULICA 2,1501,Ljubljana,SI,SI041,"46.0819215,14.4666097",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998885437/101135577,2025-12-18 12:06:55,1913233,19,participant,150000.0,150000.0,150000.0,false,,HORIZON
101135577,CEDAR,983764495,EL094437210,DIADIKASIA BUSINESS CONSULTING SYMVOULOI EPICHEIRISEON AE,DIADIKASIA BUSINESS CONSULTANTS SA,true,PRC,KIFISSIAS AVE 296 & NAVARINOU 40 HALANDRI,152 32,ATHINA,EL,EL301,"35.3664068,24.516279",https://www.diadikasia.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/983764495/101135577,2025-12-18 12:06:55,2211178,27,participant,372500.0,372500.0,372500.0,false,,HORIZON
101135577,CEDAR,886445656,IT12667610013,CENTAI INSTITUTE SPA,CENTAI,true,PRC,CORSO INGHILTERRA 3,10138,Torino,IT,ITC11,"45.1389381,7.0489058",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/886445656/101135577,2025-12-18 12:06:55,1978676,3,participant,310250.0,310250.0,310250.0,false,,HORIZON
101135577,CEDAR,999992401,FR43775685019,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,false,REC,RUE LEBLANC  25,75015,Paris,FR,FR101,"48.8397706,2.2739214",https://www.cea.fr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999992401/101135577,2025-12-18 12:06:55,1905694,2,participant,328250.0,328250.0,328250.0,false,,HORIZON
101135577,CEDAR,882478259,SI29802377,MINISTRSTVO ZA DIGITALNO PREOBRAZBO,MINISTRY OF DIGITAL TRANSFORMATION,false,PUB,DAVCNA ULICA 1,1000,Ljubljana,SI,SI041,"46.0648146,14.5267258",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882478259/101135577,2025-12-18 12:06:55,1981208,21,participant,68750.0,68750.0,68750.0,false,,HORIZON
101135577,CEDAR,950037595,IT02096520305,AGENZIA REGIONALE PER LA PROTEZIONE DELL'AMBIENTE DEL FRIULI VENEZIA GIULIA,ARPA FVG,false,PUB,VIA CAIROLI 14,33057,Palmanova,IT,ITH42,"45.9036027,13.3081188",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/950037595/101135577,2025-12-18 12:06:55,1971784,31,associatedPartner,0.0,0.0,0.0,false,,HORIZON
101135577,CEDAR,997420543,,THE LISBON COUNCIL FOR ECONOMIC COMPETITIVENESS ASBL,THE LISBON COUNCIL,false,OTH,RUE DE LA LOI 155 RESIDENCE PALACE IPC,1040,Bruxelles / Brussel,BE,BE100,"50.8179568,4.4053664",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997420543/101135577,2025-12-18 12:06:55,2428293,28,participant,428750.0,428750.0,428750.0,false,,HORIZON
101135577,CEDAR,999839529,DE811317279,CHRISTIAN-ALBRECHTS-UNIVERSITAET  ZU KIEL,CAU,false,HES,OLSHAUSENSTRASSE  40,24118,Kiel,DE,DEF02,"54.3390593,10.1248577",http://www.uni-kiel.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999839529/101135577,2025-12-18 12:06:55,1906433,7,participant,191250.0,191250.0,191250.0,false,,HORIZON
101135577,CEDAR,929256994,SI70365016,INSTITUT ZA KORPORATIVNE VARNOSTNE STUDIJE LJUBLJANA,INSTITUTE FOR CORPORATIVE SECURITY STUDIES LJUBLJANA,false,REC,CESTA ANDREJA BITENCA 68,1000,Ljubljana,SI,SI041,"46.088207,14.4587152263718",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/929256994/101135577,2025-12-18 12:06:55,2992936,12,participant,399500.0,399500.0,399500.0,false,,HORIZON
101135577,CEDAR,885617858,ESB67930370,TREBE LANGUAGE TECHNOLOGIES S.L.,TREBE LANGUAGE TECHNOLOGIES,true,PRC,PASEO MIKELETEGI 57,20018,Donostia/San Sebastian,ES,ES212,"43.2894857,-1.9828462",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/885617858/101135577,2025-12-18 12:06:55,1984766,5,participant,203750.0,203750.0,203750.0,false,,HORIZON
101135577,CEDAR,999792775,IT00118410323,INSIEL - INFORMATICA PER IL SISTEMA DEGLI ENTI LOCALI S.P.A.,INSIEL,false,PRC,VIA SAN FRANCESCO D'ASSISI 43,34133,Trieste,IT,ITH44,"44.81313,10.1762394",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999792775/101135577,2025-12-18 12:06:55,1917203,8,participant,412500.0,412500.0,412500.0,false,,HORIZON
101135577,CEDAR,883748959,,STATE AGENCY FOR RESTORATION AND DEVELOPMENT OF INFRASTRUCTURE OF UKRAINE,,false,PUB,FIZKULTURY STR 9,03150,KYIV,UA,UA,,,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/883748959/101135577,2025-12-18 12:06:55,1984769,23,participant,0.0,0.0,0.0,true,,HORIZON
101135577,CEDAR,955552336,ESG75051912,FUNDACION CENTRO DE TECNOLOGIAS DE INTERACCION VISUAL Y COMUNICACIONES VICOMTECH,VICOM,false,REC,PASEO MIKELETEGI PARQUE TECNOLOGICO DE MIRAMON 57,20009,Donostia San Sebastian,ES,ES212,"43.3224219,-1.9838889",https://www.vicomtech.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/955552336/101135577,2025-12-18 12:06:55,1909376,4,participant,282675.0,282675.0,282675.0,false,,HORIZON
101135577,CEDAR,892825928,,ANCE FRIULI VENEZIA GIULIA,ANCE FVG,false,OTH,VIA CICERONE 4,34133,TRIESTE,IT,ITH44,"45.6549846,13.777975",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/892825928/101135577,2025-12-18 12:06:55,1984768,18,participant,136875.0,136875.0,136875.0,false,,HORIZON
101135577,CEDAR,926362126,CY10345472V,UBITECH LIMITED,,true,PRC,26 NIKOU & DESPINAS PATTCHI,3071,Limassol,CY,CY000,"34.79489125,32.985589384508",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/926362126/101135577,2025-12-18 12:06:55,2663591,15,participant,503750.0,503750.0,503750.0,false,,HORIZON
101135577,CEDAR,983174347,IT00526040324,REGIONE AUTONOMA FRIULI-VENEZIA GIULIA,REGIONE FVG,false,PUB,PIAZZA UNITA D ITALIA 1,34121,Trieste,IT,ITH44,"45.6500335,13.7706559",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/983174347/101135577,2025-12-18 12:06:55,2382087,17,participant,150000.0,150000.0,150000.0,false,,HORIZON
101135577,CEDAR,911242542,,LIMITED LIABILITY COMPANY YOUCONTROL,YOUCONTROL LTD,false,PRC,11 YEVHENA SVERSTIUKA STR OFFICE 24,02002,KYIV,UA,UA,"50.4500336,30.5241361",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/911242542/101135577,2025-12-18 12:06:55,1984738,10,participant,310000.0,310000.0,310000.0,false,,HORIZON
101135577,CEDAR,918051263,DE277746475,BRANDENBURGISCHES INSTITUT FUR GESELLSCHAFT UND SICHERHEIT GGMBH,BIGS,false,REC,DIANASTRASSE 46,14482,POTSDAM,DE,DE404,"52.386551499999996,13.122538110762173",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/918051263/101135577,2025-12-18 12:06:55,2992649,6,participant,361875.0,361875.0,361875.0,false,,HORIZON
101135577,CEDAR,883158326,UA430631026559,SK SECURITY LLC,,true,PRC,IGORIVSKA STREET 14A,04070,KYIV,UA,UA,"50.4500336,30.5241361",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/883158326/101135577,2025-12-18 12:06:55,1984771,29,participant,143750.0,143750.0,143750.0,false,,HORIZON
101135577,CEDAR,999960488,IT05724831002,ENGINEERING - INGEGNERIA INFORMATICA SPA,ENG,false,PRC,PIAZZALE DELL'AGRICOLTURA 24,00144,ROMA,IT,ITI43,"41.81435465,12.226936957567165",https://www.eng.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999960488/101135577,2025-12-18 12:06:55,1909459,13,participant,616875.0,616875.0,616875.0,false,,HORIZON
101135577,CEDAR,883280546,,"FUND FOR RESEARCH OF WAR, CONFLICTS, SUPPORT OF SOCIETY AND SECURITY DEVELOPMENT SAFE UKRAINE 2030",FUND SAFE UKRAINE 2030,false,REC,14A IHORIVSKA STR,02000,KYIV,UA,UA,"50.4500336,30.5241361",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/883280546/101135577,2025-12-18 12:06:55,1984772,30,participant,212500.0,212500.0,212500.0,false,,HORIZON
